name;id;riasec
Inspektor odpadového hospodářství specialista;30460;Intelektuálně-výzkumný (I)
Inspektor ochrany vod specialista;30461;Intelektuálně-výzkumný (I)
Inspektor ochrany lesa specialista;30462;Intelektuálně-výzkumný (I)
Specialista integrace ochrany životního prostředí;30463;Intelektuálně-výzkumný (I)
Samostatný inspektor ochrany přírody a krajiny;30464;Administrativně-správní (C)
Samostatný inspektor ochrany ovzduší;30465;Administrativně-správní (C)
Samostatný inspektor odpadového hospodářství;30466;Administrativně-správní (C)
Samostatný inspektor ochrany vod;30467;Administrativně-správní (C)
Samostatný inspektor ochrany lesa;30468;Administrativně-správní (C)
Inspektor ochrany přírody a krajiny;30469;Administrativně-správní (C)
Inspektor ochrany ovzduší;30470;Administrativně-správní (C)
Inspektor odpadového hospodářství;30471;Administrativně-správní (C)
Inspektor ochrany vod;30472;Administrativně-správní (C)
Inspektor ochrany lesa;30473;Administrativně-správní (C)
Specialista plemenářské inspekce;30474;Intelektuálně-výzkumný (I)
Samostatný pracovník plemenářské inspekce;30475;Administrativně-správní (C)
Geolog výzkumník;30476;Intelektuálně-výzkumný (I)
Botanik specialista;30477;Intelektuálně-výzkumný (I)
Krajinář specialista;30479;Intelektuálně-výzkumný (I)
Samostatný strážce přírody;30481;Prakticko-technický (R)
Samostatný botanik;30482;Prakticko-technický (R)
Samostatný zoolog;30483;Prakticko-technický (R)
Samostatný krajinář;30484;Prakticko-technický (R)
Strážce přírody;30488;Prakticko-technický (R)
Specialista veterinární správy;30489;Intelektuálně-výzkumný (I)
Samostatný pracovník veterinární správy;30490;Prakticko-technický (R)
Pracovník veterinární správy;30491;Prakticko-technický (R)
Specialista hospodářské soutěže;30492;Administrativně-správní (C)
Specialista ochrany hospodářské soutěže;30493;Administrativně-správní (C)
Specialista posuzování slučitelnosti veřejné podpory;30494;Administrativně-správní (C)
Specialista dohledu nad zadáváním veřejných zakázek;30495;Administrativně-správní (C)
Inspektor zemědělské a potravinářské inspekce specialista;30496;Intelektuálně-výzkumný (I)
Inspektor zemědělské a potravinářské inspekce;30497;Prakticko-technický (R)
Specialista kontrolního a zkušebního ústavu zemědělského;30498;Intelektuálně-výzkumný (I)
Specialista zemědělských komodit a půdy;30499;Intelektuálně-výzkumný (I)
Specialista rostlinné výroby;30500;Intelektuálně-výzkumný (I)
Samostatný pracovník kontrolního a zkušebního ústavu zemědělského;30501;Prakticko-technický (R)
Inspektor zemědělských komodit a půdy;30502;Prakticko-technický (R)
Inspektor a pokusník rostlinné výroby;30503;Prakticko-technický (R)
Specialista rostlinolékařské správy;30504;Intelektuálně-výzkumný (I)
Rostlinolékařský inspektor specialista;30505;Intelektuálně-výzkumný (I)
Inspektor mechanizačních prostředků specialista;30506;Intelektuálně-výzkumný (I)
Specialista pro přípravky na ochranu rostlin;30507;Intelektuálně-výzkumný (I)
Rostlinolékařský diagnostik;30508;Intelektuálně-výzkumný (I)
Samostatný pracovník rostlinolékařské správy;30509;Prakticko-technický (R)
Rostlinolékařský inspektor;30510;Prakticko-technický (R)
Inspektor mechanizačních prostředků;30511;Prakticko-technický (R)
Samostatný pracovník pro přípravky na ochranu rostlin;30512;Prakticko-technický (R)
Samostatný pracovník rostlinolékařské diagnostiky;30513;Prakticko-technický (R)
Vodárenský samostatný technik technolog pitných a odpadních vod;30520;Prakticko-technický (R)
Vodárenský samostatný technik úpravy pitné vody;30521;Prakticko-technický (R)
Vodárenský samostatný technik čištění odpadních vod;30522;Prakticko-technický (R)
Vodárenský specialista technolog pitných a odpadních vod;30523;Prakticko-technický (R)
Cenař;30526;Administrativně-správní (C)
Cenař specialista;30527;Administrativně-správní (C)
Inspektor pilot obchodní letecké dopravy;30529;Umělecko-jazykový (A),Administrativně-správní (C)
Inspektor letišť;30531;Administrativně-správní (C)
Inspektor palubní průvodčí;30532;Administrativně-správní (C)
Inspektor letové způsobilosti;30533;Administrativně-správní (C)
Specialista plavebního dozoru;30534;Administrativně-správní (C)
Specialista plavebních dokladů;30535;Administrativně-správní (C)
Specialista plavebních informací;30536;Administrativně-správní (C)
Specialista koncepcí a metodiky na vodní cesty a přístavy;30537;Administrativně-správní (C)
Specialista koncepcí a metodiky technické normalizace plavidel a plovoucích zařízení;30538;Administrativně-správní (C)
Samostatný pracovník dokladů osob;30539;Administrativně-správní (C)
Samostatný pracovník dokladů plavidel;30540;Administrativně-správní (C)
Samostatný pracovník plavebního dozoru;30541;Administrativně-správní (C)
Pracovník evidence plavidel;30542;Administrativně-správní (C)
Pracovník drážní inspekce;30543;Administrativně-správní (C)
Samostatný pracovník drážní inspekce;30544;Administrativně-správní (C)
Specialista drážní inspekce;30545;Administrativně-správní (C)
Stavební specialista drážního úřadu;30546;Administrativně-správní (C)
Provozní specialista drážního úřadu;30547;Administrativně-správní (C)
Technický specialista drážního úřadu;30548;Administrativně-správní (C)
Specialista státní kontroly elektronických komunikací;30549;Administrativně-správní (C)
Specialista správy kmitočtového spektra;30550;Administrativně-správní (C)
Specialista pro mezinárodní vztahy v oblasti elektronických komunikací;30551;Administrativně-správní (C)
Specialista regulace služeb elektronických komunikací;30552;Administrativně-správní (C)
Specialista ekonomické regulace a analýz trhů elektronických komunikací;30553;Administrativně-správní (C)
Specialista regulace poštovních služeb;30554;Administrativně-správní (C)
Specialista regulace sítí a služeb elektronických komunikací;30555;Administrativně-správní (C)
Samostatný pracovník státní kontroly elektronických komunikací;30556;Administrativně-správní (C)
Samostatný pracovník správy kmitočtového spektra;30557;Administrativně-správní (C)
Specialista ropné bezpečnosti;30558;Administrativně-správní (C)
Specialista hmotných rezerv;30559;Administrativně-správní (C)
Specialista příprav hospodářského opatření;30560;Administrativně-správní (C)
Inspektor jaderné bezpečnosti;30561;Administrativně-správní (C)
Inspektor kontroly zákazu biologických a toxinových zbraní;30562;Administrativně-správní (C)
Inspektor radiační ochrany;30563;Administrativně-správní (C)
Kontrolní pracovník kontroly zákazu chemických zbraní;30564;Administrativně-správní (C)
Specialista udělování licencí v energetice;30565;Administrativně-správní (C)
Specialista v oboru regulace energetiky;30566;Administrativně-správní (C)
Veterinární diagnostik;30567;Intelektuálně-výzkumný (I)
Diagnostik chemik;30568;Intelektuálně-výzkumný (I)
Pracovník celního a daňového řízení;30571;Administrativně-správní (C)
Samostatný celní pracovník;30572;Administrativně-správní (C)
Samostatný pracovník celního pátrání;30573;Administrativně-správní (C)
Samostatný pracovník celního dohledu;30574;Administrativně-správní (C)
Kriminalistický celní technik;30575;Administrativně-správní (C)
Kynolog;30576;Prakticko-technický (R)
Samostatný pracovník celní kontroly;30577;Administrativně-správní (C)
Samostatný pracovník celního a daňového řízení;30578;Administrativně-správní (C)
Metodik celního a daňového řízení;30579;Administrativně-správní (C)
Specialista pro mezinárodní spolupráci v celní správě;30580;Administrativně-správní (C)
Celní tarifér specialista;30581;Administrativně-správní (C)
Celník specialista;30582;Administrativně-správní (C)
Specialista služební přípravy;30583;Administrativně-správní (C)
Specialista celního pátrání;30584;Administrativně-správní (C)
Animátor společenských akcí;30585;Podnikatelský (E)
Manager kulturního dědictví;30586;Podnikatelský (E)
Lesní technik myslivec;30589;Prakticko-technický (R)
Klinický logoped;30592;Sociální (S)
Klinický psycholog;30593;Sociální (S)
Horský záchranář;30594;Prakticko-technický (R)
Pracovník horské služby;30595;Prakticko-technický (R)
Krupiér;30596;Podnikatelský (E)
Znalec v oboru ekonomika;30597;Intelektuálně-výzkumný (I)
Znalec v oboru umělecká řemesla;30599;Intelektuálně-výzkumný (I)
Znalec v oboru školství a kultura;30600;Intelektuálně-výzkumný (I)
Právní asistent;30601;Administrativně-správní (C)
Revizor v dopravě;30603;Administrativně-správní (C)
Kurýr;30605;Administrativně-správní (C)
Technik provozu lomu;30610;Prakticko-technický (R)
Pilot instruktor;30620;Prakticko-technický (R)
Palubní technik;30622;Prakticko-technický (R)
Řidič drážního speciálního vozidla;30627;Prakticko-technický (R)
Posudkový lékař;30636;Administrativně-správní (C)
Specialista sociálního pojištění;30637;Administrativně-správní (C)
Samostatný pracovník správy sociálního zabezpečení;30638;Administrativně-správní (C)
Samostatný pracovník sociálního pojištění;30639;Administrativně-správní (C)
Samostatný pracovník nemocenského pojištění;30640;Administrativně-správní (C)
Kontrolor služeb zaměstnanosti expert;30642;Administrativně-správní (C)
Odborný kontrolor služeb zaměstnanosti;30643;Administrativně-správní (C)
Kontrolor služeb zaměstnanosti;30644;Administrativně-správní (C)
Diplomat;30645;Administrativně-správní (C)
Diplomat konzulární úředník;30646;Administrativně-správní (C)
Diplomat zastupitelského úřadu;30647;Administrativně-správní (C)
Diplomat obchodně ekonomických vztahů;30648;Administrativně-správní (C)
Ortoptista;30649;Intelektuálně-výzkumný (I)
Radiologický technik;30650;Prakticko-technický (R)
Zdravotně sociální pracovník;30651;Sociální (S)
Asistent zubního technika;30652;Prakticko-technický (R)
Biomedicínský technik;30653;Prakticko-technický (R)
Řidič vozidla zdravotnické záchranné služby;30654;Prakticko-technický (R)
Řidič dopravy nemocných a raněných;30655;Prakticko-technický (R)
Asistent choreografa;30656;Umělecko-jazykový (A)
Asistent dirigenta;30657;Umělecko-jazykový (A)
Ředitel univerzálních celků;30660;Podnikatelský (E)
Personální ředitel;30661;Podnikatelský (E)
Finanční ředitel;30662;Podnikatelský (E)
Obchodní ředitel;30663;Podnikatelský (E)
Ředitel informačních systémů;30664;Podnikatelský (E)
Ředitel marketingu;30665;Podnikatelský (E)
Ředitel logistiky;30666;Podnikatelský (E)
Ředitel zákaznického servisu;30667;Podnikatelský (E)
Vedoucí pracovník výrobních a provozních dílčích celků velkých organizací;30668;Podnikatelský (E)
Výrobní ředitel;30669;Podnikatelský (E)
Provozní ředitel;30670;Podnikatelský (E)
Technický ředitel;30671;Podnikatelský (E)
Vedoucí pracovník dílčích celků;30672;Podnikatelský (E)
Personální manažer;30673;Podnikatelský (E)
Marketingový manažer;30674;Podnikatelský (E)
Manažer logistiky;30675;Podnikatelský (E)
Manažer informačních systémů;30676;Podnikatelský (E)
Manažer zákaznického servisu;30677;Podnikatelský (E)
Finanční manažer;30678;Podnikatelský (E)
Obchodní manažer;30680;Podnikatelský (E)
Vedoucí pracovník menších rutinních celků;30681;Podnikatelský (E)
Mistr výroby;30682;Podnikatelský (E)
Vedoucí pobočky;30683;Podnikatelský (E)
Vodař;30684;Prakticko-technický (R)
Vodař - údržba vodních toků;30685;Prakticko-technický (R)
Automontážník;30686;Prakticko-technický (R)
Prodejce motorových vozidel;30687;Podnikatelský (E)
Potravinářský dělník;30698;Prakticko-technický (R)
Specialista ÚSC pro správní agendu;30700;Administrativně-správní (C)
Pracovník dopravy a silničního hospodářství v ÚSC;30701;Administrativně-správní (C)
Samostatný pracovník dopravy a silničního hospodářství v ÚSC;30702;Administrativně-správní (C)
Samostatný pracovník dopravních systémů a dopravní obslužnosti v ÚSC;30703;Administrativně-správní (C)
Specialista dopravně správních agend v ÚSC;30704;Administrativně-správní (C)
Specialista dopravy a silničního hospodářství v ÚSC;30705;Administrativně-správní (C)
Specialista dopravních systémů a dopravní obslužnosti v ÚSC;30706;Administrativně-správní (C)
Samostatný pracovník ÚSC pro ochranu jednotlivých složek životního prostředí;30707;Administrativně-správní (C)
Specialista ÚSC pro životní prostředí;30708;Administrativně-správní (C)
Specialista pro ochranu jednotlivých složek životního prostředí;30709;Administrativně-správní (C)
Specialista ekolog;30710;Administrativně-správní (C)
Pracovník ÚSC pro krizové stavy;30711;Administrativně-správní (C)
Samostatný pracovník ÚSC pro krizové stavy;30712;Administrativně-správní (C)
Specialista ÚSC pro zvláštní úkoly;30713;Administrativně-správní (C)
Specialista pro IZS a bezpečnost;30714;Administrativně-správní (C)
Specialista pro prevenci havárií;30715;Administrativně-správní (C)
Specialista pro krizové stavy;30716;Administrativně-správní (C)
Pracovník SZ - specialista;30717;Administrativně-správní (C)
Specialista trhu práce ve SZ;30718;Administrativně-správní (C)
Specialista pro strategie a koncepce SZ;30719;Administrativně-správní (C)
Specialista pro poradenství ve SZ;30720;Administrativně-správní (C)
Specialista pro metodiku SZ a správní řízení;30721;Administrativně-správní (C)
Specialista pro koordinaci a modernizaci SZ;30722;Administrativně-správní (C)
Specialista pro kontrolní činnost SZ;30723;Administrativně-správní (C)
Specialista ESF ve SZ;30724;Administrativně-správní (C)
Montér zateplovacích systémů;30726;Prakticko-technický (R)
Lahůdkář;30728;Prakticko-technický (R)
Obsluha vodárenských zařízení;30731;Prakticko-technický (R)
Odečítač vodoměrů;30732;Administrativně-správní (C)
Mechanik jednostopých vozidel;30738;Prakticko-technický (R)
Autolakýrník;30739;Prakticko-technický (R)
Mechanik osobních vozidel;30740;Prakticko-technický (R)
Mechanik nákladních vozidel a autobusů;30741;Prakticko-technický (R)
Mechanik pro těžbu ropy a zemního plynu specialista;30744;Prakticko-technický (R)
Operátor podzemního zásobníku plynu;30745;Prakticko-technický (R)
Technický dozor a supervize vrtání;30746;Podnikatelský (E)
Těžební inženýr pro těžbu ropy a zemního plynu;30748;Podnikatelský (E)
Vedoucí podzemního zásobníku plynu;30749;Prakticko-technický (R)
Dekoratér;30758;Umělecko-jazykový (A)
Nábytkářský technik;30759;Prakticko-technický (R)
Nábytkářský konstruktér;30760;Prakticko-technický (R)
Nábytkářský technolog;30761;Prakticko-technický (R)
Lisař;30762;Prakticko-technický (R)
Energetik specialista výroby tepelné energie;30763;
Specialista rozvoje teplárenství;30764;Podnikatelský (E)
Technik provozu teplárny specialista;30765;Prakticko-technický (R)
Technolog teplárny specialista;30766;Prakticko-technický (R)
Energetik specialista distribuce elektrické energie;30767;Prakticko-technický (R)
Dispečer přenosové elektrické soustavy specialista;30768;Prakticko-technický (R)
Technik rozvoje elektrické sítě specialista;30769;Prakticko-technický (R)
Technik dokumentace TIS a GIS specialista;30770;Prakticko-technický (R)
Technik správy elektrické sítě specialista;30771;Prakticko-technický (R)
Technik energetického dispečinku specialista;30772;Prakticko-technický (R)
Technik provozu distribuční soustavy specialista;30773;Prakticko-technický (R)
Technik provozu řídící soustavy specialista;30774;Prakticko-technický (R)
Technik měření specialista v elektroenergetice;30775;Prakticko-technický (R)
Samostatný energetik výroby tepelné energie;30786;Prakticko-technický (R)
Samostatný technik provozu teplárny;30787;Prakticko-technický (R)
Samostatný technolog teplárny;30788;Prakticko-technický (R)
Samostatný technik rozvoje teplárenství;30789;Prakticko-technický (R)
Samostatný energetik distribuce elektrické energie;30797;Prakticko-technický (R)
Samostatný technik rozvoje elektrické sítě;30798;Prakticko-technický (R)
Samostatný technik provozu distribuční soustavy;30799;Prakticko-technický (R)
Samostatný technik provozu řídící soustavy;30800;Prakticko-technický (R)
Samostatný technik správy elektrické sítě;30802;Prakticko-technický (R)
Samostatný energetik výroby elektrické energie;30803;Prakticko-technický (R)
Samostatný technik provozu elektrárny;30804;Prakticko-technický (R)
Samostatný operátor jaderné elektrárny;30805;Prakticko-technický (R)
Samostatný technolog elektrárny;30806;Prakticko-technický (R)
Samostatný technik rozvoje výroby elektrické energie;30807;Prakticko-technický (R)
Energetik specialista výroby elektrické energie;30808;Prakticko-technický (R)
Technik provozu elektrárny specialista;30809;Prakticko-technický (R)
Operátor jaderné elektrárny specialista;30810;Prakticko-technický (R)
Technolog elektrárny specialista;30811;Prakticko-technický (R)
Specialista rozvoje výroby elektrické energie;30812;Prakticko-technický (R)
Zahradnický specialista;30830;Podnikatelský (E)
Narážeč;30838;Prakticko-technický (R)
Plynoměřič v dole;30839;Prakticko-technický (R)
Požárník v dole;30840;Prakticko-technický (R)
Strojník degazační stanice;30844;Prakticko-technický (R)
Předák;30845;Prakticko-technický (R)
Řidič důlní kolejové lokomotivy;30846;Prakticko-technický (R)
Střelmistr;30847;Prakticko-technický (R)
Báňský záchranář;30849;Sociální (S)
Báňský záchranář lezec;30850;Sociální (S)
Báňský záchranář potápěč;30851;Sociální (S)
Řidič těžebních zařízení;30852;Prakticko-technický (R)
Řidič kolesového nakladače;30857;Prakticko-technický (R)
Obsluha těžebního zařízení na plovoucím stroji 2;30858;Prakticko-technický (R)
Řidič pásového vozu;30859;Prakticko-technický (R)
Detektivní technik;30865;Prakticko-technický (R)
Bezpečnostní systémový analytik;30866;Administrativně-správní (C)
Vizážistka;30871;Umělecko-jazykový (A)
Asanační technik;30872;Prakticko-technický (R)
Slévárenský inženýr;30874;Prakticko-technický (R)
Slévárenský inženýr technik řízení jakosti;30875;Prakticko-technický (R)
Slévárenský inženýr technolog;30876;Prakticko-technický (R)
Slévárenský inženýr metalurg;30877;Prakticko-technický (R)
Slévárenský inženýr projektant;30878;Prakticko-technický (R)
Slévárenský inženýr výzkumný a vývojový pracovník;30879;Prakticko-technický (R)
Samostatný slévárenský technik;30880;Prakticko-technický (R)
Samostatný slévárenský technik technolog;30881;Prakticko-technický (R)
Samostatný slévárenský technik řízení jakosti;30882;Prakticko-technický (R)
Samostatný slévárenský technik metalurg;30883;Prakticko-technický (R)
Samostatný slévárenský technik projektant;30884;Prakticko-technický (R)
Slévárenský technik;30885;Prakticko-technický (R)
Slévárenský technik dispečer;30888;Prakticko-technický (R)
Slévárenský technik řízení jakosti;30889;Prakticko-technický (R)
Slévárenský technik metalurg;30890;Prakticko-technický (R)
Slévárenský technik projektant;30891;Prakticko-technický (R)
Slévárenský technik normovač;30892;Prakticko-technický (R)
Potravinářský specialista pro kontrolu jakosti a hygieny;30893;Prakticko-technický (R)
Potravinářský specialista pro řízení výroby;30894;Prakticko-technický (R)
Obsluha potravinářských strojů a zařízení;30895;Prakticko-technický (R)
Stavební inženýr výroby stavebních hmot a výrobků;30896;Prakticko-technický (R)
Stavební technik výroby stavebních hmot a výrobků;30897;Prakticko-technický (R)
Samostatný textilní technik desinatér;30901;Prakticko-technický (R)
Operátor oděvní výroby;30904;Prakticko-technický (R)
Pracovník jakosti v textilní výrobě;30907;Prakticko-technický (R)
Oděvní mistr;30916;Umělecko-jazykový (A)
Krejčí;30917;Podnikatelský (E)
Kožařský technik nákupčí;30929;Administrativně-správní (C)
Pomocný pracovník ve vodním hospodářství;30932;Umělecko-jazykový (A)
Vodárenský samostatný technik vodovodních a kanalizačních sítí;30934;Prakticko-technický (R)
Vodárenský specialista úpravy vody;30935;Prakticko-technický (R)
Vodárenský specialista čištění odpadních vod;30936;Prakticko-technický (R)
Vodárenský specialista vodovodních a kanalizačních sítí;30937;Prakticko-technický (R)
Knihařský dělník;30938;Prakticko-technický (R)
Samostatný polygrafický technik technické údržby a investic;30939;Prakticko-technický (R)
Polygrafický inženýr péče o základní fondy a investice;30940;Prakticko-technický (R)
Hutní inženýr metalurg;30948;Prakticko-technický (R)
Samostatný hutní technik metalurg;30949;Prakticko-technický (R)
Hutní technik metalurg;30950;Prakticko-technický (R)
Odborně způsobilá osoba v požární ochraně;30956;Prakticko-technický (R)
Technik požární ochrany;30957;Prakticko-technický (R)
Preventista požární ochrany;30958;Prakticko-technický (R)
Konstruktér svařovaných konstrukcí z termoplastů;30959;Prakticko-technický (R)
Technik výtahů;30960;Prakticko-technický (R)
Starožitník;30961;Prakticko-technický (R),Umělecko-jazykový (A)
Samostatný stavební technik technolog;30962;Prakticko-technický (R)
Samostatný stavební technik kontroly řízení kvality;30963;Prakticko-technický (R)
Samostatný stavební technik přípravy výroby a investic;30964;Prakticko-technický (R)
Samostatný stavební technik výroby stavebních hmot a výrobků;30965;Prakticko-technický (R)
Inženýr chemie;30970;Prakticko-technický (R)
Inženýr chemie technolog;30971;Prakticko-technický (R)
Inženýr chemie výzkumný a vývojový pracovník;30972;Prakticko-technický (R)
Inženýr chemie manažer provozu;30973;Prakticko-technický (R)
Inženýr chemie analytik;30974;Prakticko-technický (R)
Inženýr chemie procesní inženýr;30975;Prakticko-technický (R)
Chemický technik;30976;Prakticko-technický (R)
Chemický technik operátor;30977;Prakticko-technický (R)
Chemický technik analytik;30978;Prakticko-technický (R)
Chemický technik mistr;30979;Prakticko-technický (R)
Chemický technik technolog;30980;Prakticko-technický (R)
Chemik;30981;Prakticko-technický (R)
Chemik pro obsluhu zařízení;30982;Prakticko-technický (R)
Chemik laborant;30983;Prakticko-technický (R)
Pomocný pracovník v chemii;30984;Prakticko-technický (R)
Samostatný bezpečnostní referent;30986;Prakticko-technický (R)
Samostatný instruktor výcviku;30987;Prakticko-technický (R)
Fotograf;30989;Umělecko-jazykový (A)
Pracovník pohřební služby;30991;Prakticko-technický (R)
Hospodyně v restauračních a ubytovacích zařízeních;30995;Prakticko-technický (R)
Strážný s rozšířenou způsobilostí;30996;Prakticko-technický (R)
Pomocný pracovník v pohřebnictví;31010;Prakticko-technický (R)
Polygrafický inženýr vedoucí výroby;31011;Prakticko-technický (R)
Asistent státní správy;100009;Administrativně-správní (C)
Referent státní správy;100010;Administrativně-správní (C)
Samostatný referent státní správy;100011;Administrativně-správní (C)
Referent státní správy specialista;100012;Administrativně-správní (C)
Samostatný oděvní technik;100013;
Oděvní technik;100014;
Oděvní manažer;100015;
Trenér;100017;Prakticko-technický (R)
Asistent trenéra;100018;Prakticko-technický (R)
Servisní pracovník - specialista;100019;Prakticko-technický (R)
Samostatný logistik;100020;
Sportovec;100021;Prakticko-technický (R)
Oděvní technik dispečer;100024;Prakticko-technický (R)
Samostatný oděvní technik technolog;100025;Prakticko-technický (R)
Samostatný oděvní návrhář modelář;100029;Umělecko-jazykový (A)
Samostatný oděvní technik manažer;100031;Podnikatelský (E)
Oděvní technik technolog;100041;Prakticko-technický (R)
Oděvní technik jakosti;100046;Prakticko-technický (R)
Oděvní technik návrhář modelář;100047;Umělecko-jazykový (A)
Vedoucí oděvní technolog;100048;Prakticko-technický (R)
Podnikový právník;100060;Administrativně-správní (C)
Samostatný logistik v dopravě a přepravě;100068;Prakticko-technický (R)
Samostatný logistik skladových operací;100071;Prakticko-technický (R)
Samostatný logistik výroby;100076;Prakticko-technický (R)
Řídící letového provozu přibližovací a letištní služby;100152;Prakticko-technický (R)
Řídící letového provozu oblastního střediska řízení;100153;Prakticko-technický (R)
Mechanik hudebních nástrojů;100188;
Hutník;100189;
Hudebník;100217;
Lesní mechanizátor;100222;
Kamnář;100268;
Zlatník a klenotník;100287;
Umělecký pasíř;100320;
Umělecký truhlář;100324;
Pracovník cestovní kanceláře;100415;
Samostatný pracovník cestovního ruchu;100416;
Učitel praktického vyučování střední školy;100462;
Pečovatel;100465;
Učitel odborného výcviku střední školy;100500;
Servisní technik;100600;
Inspektor letového provozu obchodní letecké dopravy;100651;
Závodní velkolomu;100713;
Závodní lomu;100716;
Báňský projektant;100717;
Předák;100780;
Technik ekolog;100791;
Technik BOZP;100794;
Technik výtahů;100799;
Strážný s rozšířenou způsobilostí;100805;
Montér výplní stavebních otvorů;100859;Prakticko-technický (R)
Montér hydroizolací spodní stavby;100861;Prakticko-technický (R)
Montér tepelných izolací technologických zařízení - klempíř;100876;
Ekolog specialista pro chemické látky;100887;Prakticko-technický (R)
Ekolog specialista pro odpadové hospodářství;100888;Prakticko-technický (R)
Ekolog specialista pro ochranu ovzduší;100889;Prakticko-technický (R)
Ekolog specialista pro vodní hospodářství;100890;Prakticko-technický (R)
Technik ekolog pro chemické látky;100891;Prakticko-technický (R)
Technik ekolog pro odpadové hospodářství;100892;Prakticko-technický (R)
Technik ekolog pro ochranu ovzduší;100893;Prakticko-technický (R)
Technik ekolog pro vodní hospodářství;100894;Prakticko-technický (R)
Elektromechanik pro technická zařízení;100897;Prakticko-technický (R)
Tiskař na ofsetových kotoučových strojích;100903;Prakticko-technický (R)
Tiskař na flexotiskových strojích;100906;Prakticko-technický (R)
Montér elektrických zařízení;100915;Prakticko-technický (R)
Montér elektroinstalace;100916;Prakticko-technický (R)
Údržba lesních cest;100971;Prakticko-technický (R)
Obsluha železniční dopravní cesty;100974;
Obsluha železniční nákladní dopravy;100975;
Finanční poradce;101004;Administrativně-správní (C)
Provozní ekolog;30952;Prakticko-technický (R)
Technik důlní degazace a klimatizace;5280;Prakticko-technický (R)
Vedoucí důlní degazace;7683;Prakticko-technický (R)
Střelmistr v dole;30435;Prakticko-technický (R)
Obsluha důlních mechanismů;100226;
Obsluha důlních mechanismů;16;
Technik bezpečnostních systémů;101057;
Technik poplachových systémů;101058;Prakticko-technický (R)
Hodinář;112;Prakticko-technický (R)
Prodavač uměleckých předmětů;2023;Podnikatelský (E)
Technik požární signalizace;101060;Prakticko-technický (R)
Metrolog;100478;
Podnikový metrolog;25005;Prakticko-technický (R)
Úklidový pracovník dopravních prostředků;101067;Prakticko-technický (R)
Úklidový pracovník v hygienických systémech;101068;Prakticko-technický (R)
Ekolog specialista;7745;Intelektuálně-výzkumný (I)
Účetní;5677;Administrativně-správní (C)
Samostatný lesní technik pozemkové evidence;7516;Administrativně-správní (C)
Samostatný lesní technik myslivec;7518;Prakticko-technický (R)
Samostatný lesní technik;101089;
Signalista;2853;Prakticko-technický (R)
Obsluha železniční osobní dopravy;101100;
Výrobce forem;101111;
Vedoucí závodní báňské stanice;101153;Prakticko-technický (R)
Hlavní mechanik báňské záchranné služby;101156;Prakticko-technický (R)
Referent specialista správy oblasti mládeže a zájmového vzdělávání;101168;
Sklář;75;
Sklář dutého skla;2057;Prakticko-technický (R)
Sklář lisovaného skla;2058;Prakticko-technický (R)
Sklář technického skla;2059;Prakticko-technický (R)
Brusič skla;77;Umělecko-jazykový (A)
Referent specialista pro oblast zájmového vzdělávání;101171;Administrativně-správní (C)
Rytec skla;78;Umělecko-jazykový (A)
Malíř skla;79;Umělecko-jazykový (A)
Dekoratér keramiky;83;Umělecko-jazykový (A)
Samostatný lesní technik správce lesů;5308;Prakticko-technický (R)
Samostatný lesní technik správce toků;7515;Prakticko-technický (R)
Zahradní a krajinný architekt;6994;Umělecko-jazykový (A)
Veterinární technik laborant;30569;Prakticko-technický (R)
Strojník těžního stroje;101177;
Geolog;5295;
Hutní technik operátor;101180;Prakticko-technický (R)
Báňský technik;5279;
Referent specialista územního samosprávného celku pro mládež a zájmové vzdělávání;101181;Administrativně-správní (C)
Geolog specialista;5301;
Hlavní důlní měřič;7676;Intelektuálně-výzkumný (I)
Referent specialista správy oblasti sportu a tělovýchovy;101182;
Referent specialista pro oblast sportu;101183;Administrativně-správní (C)
Referent specialista pro oblast tělovýchovy;101184;Administrativně-správní (C)
Referent specialista územního samosprávného celku pro sport a tělovýchovu;101185;Administrativně-správní (C)
Brusič technického a šperkového kamene;87;Prakticko-technický (R)
Odborný referent správy mládeže a zájmového vzdělávání;101188;
Odborný referent pro mládež;101189;Administrativně-správní (C)
Odborný referent pro zájmové vzdělávání;101190;Administrativně-správní (C)
Manažer poštovního provozu;101191;
Odborný referent územního samosprávného celku pro mládež a zájmové vzdělávání;101193;Administrativně-správní (C)
Odborný referent správy sportu a tělovýchovy;101196;
Odborný referent pro sport;101197;Administrativně-správní (C)
Odborný referent územního samosprávného celku pro sport a tělovýchovu;101200;Administrativně-správní (C)
Referent správy mládeže a zájmového vzdělávání;101201;
Referent územního samosprávného celku pro mládež a zájmové vzdělávání;101202;Administrativně-správní (C)
Referent správy sportu a tělovýchovy;101203;
Referent územního samosprávného celku pro sport a tělovýchovu;101204;Administrativně-správní (C)
Keramik;100502;
Referent specialista pro speciální činnosti ve školství;101207;
Referent specialista speciálního vzdělávání;101214;Administrativně-správní (C)
Vedoucí pošty II;101217;Administrativně-správní (C)
Manipulant poštovního provozu;101219;
Doručovatel neadresných zásilek;101220;Prakticko-technický (R)
Referent specialista územně samosprávného celku pro národnostní menšiny;101222;Administrativně-správní (C)
Točíř keramiky;101223;
Referent specialista územně samosprávného celku na protidrogovou koordinaci;101226;Administrativně-správní (C)
Obsluha pálicích pecí;101229;
Obráběč keramiky;101230;
Příprava keramických hmot;101231;
Glazovač keramiky;101232;
Odborný referent pro speciální činnosti ve školství;101233;
